# Direction 11: 1320
# Direction 22: 1320
# Direction 33: calculated
# E: 200
# v: 0.3
vx, vy, vz, d0, d0_error, d_Dir11, d_Dir11_error, d_Dir22, d_Dir22_error, d_Dir33, d_Dir33_error, FWHM_Dir11, FWHM_Dir11_error, FWHM_Dir22, FWHM_Dir22_error, FWHM_Dir33, FWHM_Dir33_error, Peak_Height_Dir11, Peak_Height_Dir11_error, Peak_Height_Dir22, Peak_Height_Dir22_error, Peak_Height_Dir33, Peak_Height_Dir33_error, Strain_Dir11, Strain_Dir11_error, Strain_Dir22, Strain_Dir22_error, Strain_Dir33, Strain_Dir33_error, Stress_Dir11, Stress_Dir11_error, Stress_Dir22, Stress_Dir22_error, Stress_Dir33, Stress_Dir33_error
30.00, -6.00, 0.00, 1.0000000, 0.0000000, 1.0824975, 0.0014912, 1.0824975, 0.0014912, , , 0.53, 0.65, 0.53, 0.65, , , 0.408319532871, 0.811139464378, 0.408319532871, 0.811139464378, , , 0.082497, 0.001491, 0.082497, 0.001491, -0.070712, 0.000904, 23.570712, 0.342164, 23.570712, 0.342164, 0.000000, 0.000000
30.00, -3.00, 0.00, 1.0000000, 0.0000000, 1.0828534, 0.0014100, 1.0828534, 0.0014100, , , 0.52, 0.61, 0.52, 0.61, , , 0.432965070009, 0.822972714901, 0.432965070009, 0.822972714901, , , 0.082853, 0.001410, 0.082853, 0.001410, -0.071017, 0.000855, 23.672390, 0.323526, 23.672390, 0.323526, 0.000000, 0.000000
30.00, 0.00, 0.00, 1.0000000, 0.0000000, 1.0835365, 0.0014327, 1.0835365, 0.0014327, , , 0.52, 0.61, 0.52, 0.61, , , 0.425154209137, 0.819509327412, 0.425154209137, 0.819509327412, , , 0.083537, 0.001433, 0.083537, 0.001433, -0.071603, 0.000868, 23.867577, 0.328751, 23.867577, 0.328751, 0.000000, 0.000000
30.00, 3.00, 0.00, 1.0000000, 0.0000000, 1.0839392, 0.0013934, 1.0839392, 0.0013934, , , 0.49, 0.60, 0.49, 0.60, , , 0.423154056072, 0.836506605148, 0.423154056072, 0.836506605148, , , 0.083939, 0.001393, 0.083939, 0.001393, -0.071948, 0.000845, 23.982627, 0.319731, 23.982627, 0.319731, 0.000000, 0.000000
30.00, 6.00, 0.00, 1.0000000, 0.0000000, 1.0830611, 0.0014532, 1.0830611, 0.0014532, , , 0.52, 0.63, 0.52, 0.63, , , 0.417504966259, 0.814658403397, 0.417504966259, 0.814658403397, , , 0.083061, 0.001453, 0.083061, 0.001453, -0.071195, 0.000881, 23.731735, 0.333456, 23.731735, 0.333456, 0.000000, 0.000000
30.00, -6.00, 10.00, 1.0000000, 0.0000000, 1.0822808, 0.0014053, 1.0822808, 0.0014053, , , 0.50, 0.61, 0.50, 0.61, , , 0.421468377113, 0.819607555866, 0.421468377113, 0.819607555866, , , 0.082281, 0.001405, 0.082281, 0.001405, -0.070526, 0.000852, 23.508794, 0.322467, 23.508794, 0.322467, 0.000000, 0.000000
30.00, -3.00, 10.00, 1.0000000, 0.0000000, 1.0827167, 0.0013281, 1.0827167, 0.0013281, , , 0.49, 0.58, 0.49, 0.58, , , 0.448570966721, 0.835769057274, 0.448570966721, 0.835769057274, , , 0.082717, 0.001328, 0.082717, 0.001328, -0.070900, 0.000805, 23.633331, 0.304737, 23.633331, 0.304737, 0.000000, 0.000000
30.00, 0.00, 10.00, 1.0000000, 0.0000000, 1.0834675, 0.0014399, 1.0834675, 0.0014399, , , 0.49, 0.62, 0.49, 0.62, , , 0.409763842821, 0.831163704395, 0.409763842821, 0.831163704395, , , 0.083467, 0.001440, 0.083467, 0.001440, -0.071544, 0.000873, 23.847851, 0.330400, 23.847851, 0.330400, 0.000000, 0.000000
30.00, 3.00, 10.00, 1.0000000, 0.0000000, 1.0838834, 0.0014099, 1.0838834, 0.0014099, , , 0.50, 0.61, 0.50, 0.61, , , 0.425076246262, 0.828162908554, 0.425076246262, 0.828162908554, , , 0.083883, 0.001410, 0.083883, 0.001410, -0.071900, 0.000855, 23.966685, 0.323519, 23.966685, 0.323519, 0.000000, 0.000000
30.00, 6.00, 10.00, 1.0000000, 0.0000000, 1.0828209, 0.0015207, 1.0828209, 0.0015207, , , 0.52, 0.66, 0.52, 0.66, , , 0.394980490208, 0.811831116676, 0.394980490208, 0.811831116676, , , 0.082821, 0.001521, 0.082821, 0.001521, -0.070989, 0.000922, 23.663107, 0.348925, 23.663107, 0.348925, 0.000000, 0.000000
